restaurant_name,restaurant_location,day_of_the_week,dish_name,preparation_time
Blue Ribbon Fried Chicken,"(40.7244607, -73.9909251)",Weekend,French Fries,15
Blue Ribbon Fried Chicken,"(40.7244607, -73.9909251)",Weekend,Hot Dogs,12
Osteria Morini,"(40.7219323, -73.9976726)",Weekend,Spaghetti con Salsa di Pomodoro,18
Osteria Morini,"(40.7219323, -73.9976726)",Weekend,Pasta alla Gricia,15
Rubirosa,"(40.7227225, -73.9961142)",Weekend,Risotto,19
Rubirosa,"(40.7227225, -73.9961142)",Weekend,Spaghetti con Salsa di Pomodoro,16
S'MAC,"(40.7301897, -73.9836385)",Weekend,Apple Pie,14
S'MAC,"(40.7301897, -73.9836385)",Weekend,Pizza,20
Tamarind TriBeCa,"(40.7191453, -74.0089504)",Weekend,Dal,15
Tamarind TriBeCa,"(40.7191453, -74.0089504)",Weekend,Chaat,14
Cafe Habana,"(40.7228449, -73.9942284)",Weekday,Tacos,14
Cafe Habana,"(40.7228449, -73.9942284)",Weekday,Chiles Rellenos,20
Sushi of Gari 46,"(40.7606902, -73.9895916)",Weekend,Ichiju-ju,12
Sushi of Gari 46,"(40.7606902, -73.9895916)",Weekend,Nigiri,12
Blue Ribbon Sushi,"(40.7079524, -74.0078296)",Weekday,Miso Soup,17
Blue Ribbon Sushi,"(40.7079524, -74.0078296)",Weekday,Nigiri,12
Delicatessen,"(40.6587771, -73.9819448)",Weekend,Burgers,13
Delicatessen,"(40.6587771, -73.9819448)",Weekend,Pizza,20
Delicatessen,"(40.6587771, -73.9819448)",Weekend,Hot Dogs,12
The Meatball Shop,"(40.7651951, -73.9874674)",Weekday,Arancini,12
The Meatball Shop,"(40.7651951, -73.9874674)",Weekday,Arancini,13
Han Dynasty,"(40.7875393, -73.9764459)",Weekend,Sweet and Sour Pork,13
Han Dynasty,"(40.7875393, -73.9764459)",Weekend,Peking Roasted Duck,20
Bareburger,"(40.7431934, -73.9801954)",Weekend,French Fries,15
Bareburger,"(40.7431934, -73.9801954)",Weekend,Buffalo Chicken Wings,14
Bistango,"(40.7563844, -73.9713268)",Weekend,Pasta alla Gricia,16
Bistango,"(40.7563844, -73.9713268)",Weekend,Arancini,13
The Meatball Shop,"(40.7651951, -73.9874674)",Weekend,Risotto,19
The Meatball Shop,"(40.7651951, -73.9874674)",Weekend,Arancini,13
Blue Ribbon Sushi Bar & Grill,"(40.7079524, -74.0078296)",Weekend,Sashimi,20
Blue Ribbon Sushi Bar & Grill,"(40.7079524, -74.0078296)",Weekend,Nigiri,12
Shake Shack,"(40.7513742, -73.9878729)",Weekday,Apple Pie,13
Shake Shack,"(40.7513742, -73.9878729)",Weekday,Chicken Tenders,18
Hatsuhana,"(40.7568939, -73.9769041)",Weekend,Nigiri,10
Hatsuhana,"(40.7568939, -73.9769041)",Weekend,Tempura,15
RedFarm Broadway,"(40.7820656, -73.9806368)",Weekend,Chow Mein,17
RedFarm Broadway,"(40.7820656, -73.9806368)",Weekend,Sweet and Sour Pork Fillet,12
Samurai Mama,"(40.7141481, -73.96014)",Weekend,Sushi,14
Samurai Mama,"(40.7141481, -73.96014)",Weekend,Nigiri,12
Waverly Diner,"(40.7331105, -74.0001672)",Weekend,Apple Pie,12
Waverly Diner,"(40.7331105, -74.0001672)",Weekend,Tater Tots,13
Tarallucci e Vino Restaurant,"(40.7843472, -73.9734775)",Weekday,Rigatoni all'Amatriciana,20
Tarallucci e Vino Restaurant,"(40.7843472, -73.9734775)",Weekday,Arancini,13
Momoya,"(40.7426475, -73.9964607)",Weekday,Sushi,16
Momoya,"(40.7426475, -73.9964607)",Weekday,Nigiri,12
P.J. Clarke's,"(40.7589826, -73.9682301)",Weekend,Apple Pie,17
P.J. Clarke's,"(40.7589826, -73.9682301)",Weekend,Hot Dogs,12
Blue Ribbon Fried Chicken,"(40.7244607, -73.9909251)",Weekend,Apple Pie,15
Blue Ribbon Fried Chicken,"(40.7244607, -73.9909251)",Weekend,Hot Dogs,12
Blue Ribbon Fried Chicken,"(40.7244607, -73.9909251)",Weekend,Barbecue Ribs,19
Blue Ribbon Fried Chicken,"(40.7244607, -73.9909251)",Weekend,Hot Dogs,12
The Meatball Shop,"(40.7651951, -73.9874674)",Weekend,Spaghetti con Salsa di Pomodoro,15
The Meatball Shop,"(40.7651951, -73.9874674)",Weekend,Arancini,13
The Meatball Shop,"(40.7651951, -73.9874674)",Weekend,Pizza,19
The Meatball Shop,"(40.7651951, -73.9874674)",Weekend,Arancini,13
The Meatball Shop,"(40.7651951, -73.9874674)",Weekday,Arancini,11
The Meatball Shop,"(40.7651951, -73.9874674)",Weekday,Ossobuco,19
The Meatball Shop,"(40.7651951, -73.9874674)",Weekday,Risotto,19
The Meatball Shop,"(40.7651951, -73.9874674)",Weekday,Arancini,13
Lantern Thai Kitchen,"(40.6952526, -73.9954766)",Weekday,Pad Thai,17
Lantern Thai Kitchen,"(40.6952526, -73.9954766)",Weekday,Thai Fried Rice,12
Shake Shack,"(40.7513742, -73.9878729)",Weekend,Chicken Tenders,20
Shake Shack,"(40.7513742, -73.9878729)",Weekend,Hot Dogs,12
ilili Restaurant,"(40.7443707, -73.98779)",Weekday,Roast Chicken with Sumac Flatbread (M’sakhan),20
ilili Restaurant,"(40.7443707, -73.98779)",Weekday,Hummus,13
Blue Ribbon Brooklyn,"(40.6249044, -73.962921)",Weekend,Barbecue Ribs,19
Blue Ribbon Brooklyn,"(40.6249044, -73.962921)",Weekend,Hot Dogs,12
P.J. Clarke's,"(40.7589826, -73.9682301)",Weekend,Tater Tots,18
P.J. Clarke's,"(40.7589826, -73.9682301)",Weekend,Hot Dogs,12
RedFarm Broadway,"(40.7820656, -73.9806368)",Weekday,Hot Pot,17
RedFarm Broadway,"(40.7820656, -73.9806368)",Weekday,Sweet and Sour Pork Fillet,12
RedFarm Hudson,"(40.7341879, -74.0064162)",Weekend,Yangzhou Fried Rice,16
RedFarm Hudson,"(40.7341879, -74.0064162)",Weekend,Sweet and Sour Pork Fillet,12
The Meatball Shop,"(40.7651951, -73.9874674)",Weekday,Pizza,20
The Meatball Shop,"(40.7651951, -73.9874674)",Weekday,Arancini,13
Momoya,"(40.7426475, -73.9964607)",Weekday,Tempura,12
Momoya,"(40.7426475, -73.9964607)",Weekday,Yakisoba (noodles saltati),17
Parm,"(40.7230381, -73.9957182)",Weekend,Pizza,20
Parm,"(40.7230381, -73.9957182)",Weekend,Pasta alla Gricia,15
Shake Shack,"(40.7513742, -73.9878729)",Weekend,Hot Dogs,16
Shake Shack,"(40.7513742, -73.9878729)",Weekend,Burgers,16
Blue Ribbon Sushi Bar & Grill,"(40.7079524, -74.0078296)",Weekday,Tempura,14
Blue Ribbon Sushi Bar & Grill,"(40.7079524, -74.0078296)",Weekday,Kaiseki,20
RedFarm Hudson,"(40.7341879, -74.0064162)",Weekend,Peking Roasted Duck,20
RedFarm Hudson,"(40.7341879, -74.0064162)",Weekend,Sweet and Sour Pork Fillet,12
Blue Ribbon Sushi Bar & Grill,"(40.7079524, -74.0078296)",Weekend,Sashimi,16
Blue Ribbon Sushi Bar & Grill,"(40.7079524, -74.0078296)",Weekend,Nigiri,12
Momoya,"(40.7426475, -73.9964607)",Weekend,Sushi,20
Momoya,"(40.7426475, -73.9964607)",Weekend,Nigiri,12
Bareburger,"(40.7431934, -73.9801954)",Weekend,Tater Tots,13
Bareburger,"(40.7431934, -73.9801954)",Weekend,Hot Dogs,12
TAO,"(40.7625746, -73.9714449)",Weekend,Yakisoba (noodles saltati),15
TAO,"(40.7625746, -73.9714449)",Weekend,Nigiri,12
Shake Shack,"(40.7513742, -73.9878729)",Weekend,Hot Dogs,14
Shake Shack,"(40.7513742, -73.9878729)",Weekend,Burgers,16
RedFarm Broadway,"(40.7820656, -73.9806368)",Weekend,Peking Roasted Duck,19
RedFarm Broadway,"(40.7820656, -73.9806368)",Weekend,Sweet and Sour Pork Fillet,12
The Meatball Shop,"(40.7651951, -73.9874674)",Weekend,Ragù Bolognese,18
The Meatball Shop,"(40.7651951, -73.9874674)",Weekend,Arancini,13
Blue Ribbon Fried Chicken,"(40.7244607, -73.9909251)",Weekend,Apple Pie,15
Blue Ribbon Fried Chicken,"(40.7244607, -73.9909251)",Weekend,Hot Dogs,12
Vanessa's Dumpling House,"(40.7182945, -73.9917813)",Weekend,Kung Pao Chicken,17
Vanessa's Dumpling House,"(40.7182945, -73.9917813)",Weekend,Sweet and Sour Pork Fillet,12
RedFarm Broadway,"(40.7820656, -73.9806368)",Weekend,Sweet and Sour Pork Fillet,14
RedFarm Broadway,"(40.7820656, -73.9806368)",Weekend,Sweet and Sour Pork Fillet,12
Bubby's ,"(40.7198226, -74.0084234)",Weekend,French Fries,13
Bubby's ,"(40.7198226, -74.0084234)",Weekend,Pizza,20
Bubby's ,"(40.7198226, -74.0084234)",Weekend,Hot Dogs,12
RedFarm Hudson,"(40.7341879, -74.0064162)",Weekend,Yangzhou Fried Rice,20
RedFarm Hudson,"(40.7341879, -74.0064162)",Weekend,Fish-Flavored Shredded Pork,13
RedFarm Hudson,"(40.7341879, -74.0064162)",Weekday,Hot Pot,20
Woorijip,"(40.7474399, -73.9864528)",Weekend,Bibimbap,13
Woorijip,"(40.7474399, -73.9864528)",Weekend,Doenjang Jjigae,13
Shake Shack,"(40.7513742, -73.9878729)",Weekend,French Fries,15
Shake Shack,"(40.7513742, -73.9878729)",Weekend,Hot Dogs,12
The Meatball Shop,"(40.7651951, -73.9874674)",Weekend,Arancini,16
The Meatball Shop,"(40.7651951, -73.9874674)",Weekend,Spaghetti con Salsa di Pomodoro,16
RedFarm Broadway,"(40.7820656, -73.9806368)",Weekend,Hot Pot,20
RedFarm Broadway,"(40.7820656, -73.9806368)",Weekend,Sweet and Sour Pork Fillet,12
The Meatball Shop,"(40.7651951, -73.9874674)",Weekend,Arancini,12
The Meatball Shop,"(40.7651951, -73.9874674)",Weekend,Arancini,13
Rubirosa,"(40.7227225, -73.9961142)",Weekend,Pizza,19
Rubirosa,"(40.7227225, -73.9961142)",Weekend,Arancini,13
Rubirosa,"(40.7227225, -73.9961142)",Weekend,Lasagna,20
Rubirosa,"(40.7227225, -73.9961142)",Weekend,Arancini,13
Blue Ribbon Sushi,"(40.7079524, -74.0078296)",Weekend,Yakitori,12
Blue Ribbon Sushi,"(40.7079524, -74.0078296)",Weekend,Yakitori,13
Blue Ribbon Fried Chicken,"(40.7244607, -73.9909251)",Weekend,Tater Tots,11
Blue Ribbon Fried Chicken,"(40.7244607, -73.9909251)",Weekend,Pizza,20
Blue Ribbon Fried Chicken,"(40.7244607, -73.9909251)",Weekend,Hot Dogs,12
Shake Shack,"(40.7513742, -73.9878729)",Weekend,Tater Tots,11
Shake Shack,"(40.7513742, -73.9878729)",Weekend,Hot Dogs,12
Blue Ribbon Fried Chicken,"(40.7244607, -73.9909251)",Weekend,Pizza,18
Blue Ribbon Fried Chicken,"(40.7244607, -73.9909251)",Weekend,Hot Dogs,12
Bareburger,"(40.7431934, -73.9801954)",Weekend,Chicken Tenders,18
Bareburger,"(40.7431934, -73.9801954)",Weekend,French Fries,15
Dos Caminos,"(40.740579, -74.0054009)",Weekend,Chiles en Nogada,18
Dos Caminos,"(40.740579, -74.0054009)",Weekend,Guacamole,12
Shake Shack,"(40.7513742, -73.9878729)",Weekend,Barbecue Ribs,18
Shake Shack,"(40.7513742, -73.9878729)",Weekend,Tater Tots,13
da Umberto,"(40.7395688, -73.9959132)",Weekday,Pasta alla Gricia,11
da Umberto,"(40.7395688, -73.9959132)",Weekday,Arancini,13
The Meatball Shop,"(40.7651951, -73.9874674)",Weekend,Rigatoni all'Amatriciana,17
The Meatball Shop,"(40.7651951, -73.9874674)",Weekend,Pasta alla Gricia,15
Shake Shack,"(40.7513742, -73.9878729)",Weekend,Pizza,20
Shake Shack,"(40.7513742, -73.9878729)",Weekend,Hot Dogs,12
Blue Ribbon Sushi Bar & Grill,"(40.7079524, -74.0078296)",Weekday,Sashimi,20
Blue Ribbon Sushi Bar & Grill,"(40.7079524, -74.0078296)",Weekday,Nigiri,12
Shake Shack,"(40.7513742, -73.9878729)",Weekend,Pizza,20
Shake Shack,"(40.7513742, -73.9878729)",Weekend,Hot Dogs,12
The Meatball Shop,"(40.7651951, -73.9874674)",Weekend,Chicken Tenders,18
The Meatball Shop,"(40.7651951, -73.9874674)",Weekend,Hot Dogs,12
Parm,"(40.7230381, -73.9957182)",Weekend,Risotto,20
Parm,"(40.7230381, -73.9957182)",Weekend,Arancini,13
Sushi of Gari,"(40.7713448, -73.95278)",Weekend,Yakisoba (noodles saltati),16
Sushi of Gari,"(40.7713448, -73.95278)",Weekend,Nigiri,12
Tamarind TriBeCa,"(40.7191453, -74.0089504)",Weekday,Samosa,12
Tamarind TriBeCa,"(40.7191453, -74.0089504)",Weekday,Dosa,20
P.J. Clarke's,"(40.7589826, -73.9682301)",Weekday,Burgers,15
P.J. Clarke's,"(40.7589826, -73.9682301)",Weekday,Hot Dogs,12
Tortaria,"(40.7338759, -73.993044)",Weekday,Chiles en Nogada,15
Tortaria,"(40.7338759, -73.993044)",Weekday,Guacamole,12
RedFarm Hudson,"(40.7341879, -74.0064162)",Weekend,Sweet and Sour Pork Fillet,11
RedFarm Hudson,"(40.7341879, -74.0064162)",Weekend,Fish-Flavored Shredded Pork,13
Cafe Habana,"(40.7228449, -73.9942284)",Weekday,Tacos,15
Cafe Habana,"(40.7228449, -73.9942284)",Weekday,Pozole,17
Blue Ribbon Sushi Bar & Grill,"(40.7079524, -74.0078296)",Weekend,Sashimi,20
Blue Ribbon Sushi Bar & Grill,"(40.7079524, -74.0078296)",Weekend,Nigiri,12
Shake Shack,"(40.7513742, -73.9878729)",Weekday,Tater Tots,14
Shake Shack,"(40.7513742, -73.9878729)",Weekday,Buffalo Chicken Wings,14
Shake Shack,"(40.7513742, -73.9878729)",Weekend,Burgers,15
Shake Shack,"(40.7513742, -73.9878729)",Weekend,Buffalo Chicken Wings,14
Han Dynasty,"(40.7875393, -73.9764459)",Weekend,Sweet and Sour Pork Fillet,14
Han Dynasty,"(40.7875393, -73.9764459)",Weekend,Sweet and Sour Pork Fillet,12
Parm,"(40.7230381, -73.9957182)",Weekend,Spaghetti con Salsa di Pomodoro,15
Parm,"(40.7230381, -73.9957182)",Weekend,Arancini,13
Cafe Mogador,"(40.7273469, -73.984402)",Weekend,Hummus,13
Cafe Mogador,"(40.7273469, -73.984402)",Weekend,Jewelled rice,19
Blue Ribbon Sushi,"(40.7079524, -74.0078296)",Weekend,Yakitori,14
Blue Ribbon Sushi,"(40.7079524, -74.0078296)",Weekend,Tsukemono (sottaceti),16
Vanessa's Dumpling House,"(40.7182945, -73.9917813)",Weekend,Fish-Flavored Shredded Pork,16
Vanessa's Dumpling House,"(40.7182945, -73.9917813)",Weekend,Sweet and Sour Pork Fillet,12
Shake Shack,"(40.7513742, -73.9878729)",Weekend,Buffalo Chicken Wings,12
Shake Shack,"(40.7513742, -73.9878729)",Weekend,Chicken Tenders,18
Shake Shack,"(40.7513742, -73.9878729)",Weekday,Apple Pie,12
Shake Shack,"(40.7513742, -73.9878729)",Weekday,Pizza,20
Shake Shack,"(40.7513742, -73.9878729)",Weekday,Hot Dogs,12
Shake Shack,"(40.7513742, -73.9878729)",Weekend,Chicken Tenders,20
Shake Shack,"(40.7513742, -73.9878729)",Weekend,Hot Dogs,12
Shake Shack,"(40.7513742, -73.9878729)",Weekend,Reuben Sandwich,16
Shake Shack,"(40.7513742, -73.9878729)",Weekend,Hot Dogs,12
Osteria Morini,"(40.7219323, -73.9976726)",Weekend,Pasta Carbonara,15
Osteria Morini,"(40.7219323, -73.9976726)",Weekend,Arancini,13
The Meatball Shop,"(40.7651951, -73.9874674)",Weekend,Pasta Carbonara,11
The Meatball Shop,"(40.7651951, -73.9874674)",Weekend,Ossobuco,19
Sushi of Gari Tribeca,"(40.7167674, -74.0084565)",Weekend,Nigiri,10
Sushi of Gari Tribeca,"(40.7167674, -74.0084565)",Weekend,Tsukemono (sottaceti),16
Bubby's ,"(40.7198226, -74.0084234)",Weekend,Hot Dogs,14
Bubby's ,"(40.7198226, -74.0084234)",Weekend,Chicken Tenders,18
Blue Ribbon Sushi,"(40.7079524, -74.0078296)",Weekend,Kaiseki,20
Blue Ribbon Sushi,"(40.7079524, -74.0078296)",Weekend,Miso Soup,14
Blue Ribbon Sushi,"(40.7079524, -74.0078296)",Weekend,Kaiseki,20
Blue Ribbon Sushi,"(40.7079524, -74.0078296)",Weekend,Nigiri,12
Momoya,"(40.7426475, -73.9964607)",Weekend,Yakitori,13
Momoya,"(40.7426475, -73.9964607)",Weekend,Ichiju-ju,14
Shake Shack,"(40.7513742, -73.9878729)",Weekday,Barbecue Ribs,20
Shake Shack,"(40.7513742, -73.9878729)",Weekday,Hot Dogs,12
RedFarm Hudson,"(40.7341879, -74.0064162)",Weekend,Hot Pot,18
RedFarm Hudson,"(40.7341879, -74.0064162)",Weekend,Sweet and Sour Pork Fillet,12
ilili Restaurant,"(40.7443707, -73.98779)",Weekend,Persian Kuku Sabzi,16
ilili Restaurant,"(40.7443707, -73.98779)",Weekend,Hummus,13
Pylos,"(40.7261637, -73.9840813)",Weekend,Greek Salad,13
Pylos,"(40.7261637, -73.9840813)",Weekend,Mediterranean White Bean Soup,15
Blue Ribbon Sushi,"(40.7079524, -74.0078296)",Weekend,Nigiri,12
Blue Ribbon Sushi,"(40.7079524, -74.0078296)",Weekend,Kaiseki,20
Blue Ribbon Sushi,"(40.7079524, -74.0078296)",Weekend,Nigiri,12
Sarabeth's Restaurant,"(40.7652199, -73.9755591)",Weekend,Hot Dogs,14
Sarabeth's Restaurant,"(40.7652199, -73.9755591)",Weekend,Buffalo Chicken Wings,14
Shake Shack,"(40.7513742, -73.9878729)",Weekend,Chicken Tenders,17
Shake Shack,"(40.7513742, -73.9878729)",Weekend,French Fries,15
Blue Ribbon Fried Chicken,"(40.7244607, -73.9909251)",Weekend,Hot Dogs,12
Blue Ribbon Fried Chicken,"(40.7244607, -73.9909251)",Weekend,Pizza,20
Blue Ribbon Fried Chicken,"(40.7244607, -73.9909251)",Weekend,Hot Dogs,12
Blue Ribbon Sushi,"(40.7079524, -74.0078296)",Weekend,Yakitori,11
Blue Ribbon Sushi,"(40.7079524, -74.0078296)",Weekend,Yakitori,13
Shake Shack,"(40.7513742, -73.9878729)",Weekend,Hot Dogs,10
Shake Shack,"(40.7513742, -73.9878729)",Weekend,Pizza,20
Hibino,"(40.6901587, -73.9963567)",Weekend,Kaiseki,17
Hibino,"(40.6901587, -73.9963567)",Weekend,Nigiri,12
The Kati Roll Company,"(40.7526965, -73.9846551)",Weekend,Rogan Josh,18
The Kati Roll Company,"(40.7526965, -73.9846551)",Weekend,Butter Chicken,15
Shake Shack,"(40.7513742, -73.9878729)",Weekend,Barbecue Ribs,19
Shake Shack,"(40.7513742, -73.9878729)",Weekend,Tater Tots,13
Blue Ribbon Fried Chicken,"(40.7244607, -73.9909251)",Weekend,Burgers,15
Blue Ribbon Fried Chicken,"(40.7244607, -73.9909251)",Weekend,Burgers,16
Dos Caminos,"(40.740579, -74.0054009)",Weekend,Quesadillas,12
Dos Caminos,"(40.740579, -74.0054009)",Weekend,Enchiladas,18
The Meatball Shop,"(40.7651951, -73.9874674)",Weekday,Spaghetti con Salsa di Pomodoro,16
The Meatball Shop,"(40.7651951, -73.9874674)",Weekday,Arancini,13
Bareburger,"(40.7431934, -73.9801954)",Weekend,Tater Tots,15
Bareburger,"(40.7431934, -73.9801954)",Weekend,Hot Dogs,12
Blue Ribbon Fried Chicken,"(40.7244607, -73.9909251)",Weekend,Reuben Sandwich,15
Blue Ribbon Fried Chicken,"(40.7244607, -73.9909251)",Weekend,Hot Dogs,12
Osteria Morini,"(40.7219323, -73.9976726)",Weekday,Arancini,15
Osteria Morini,"(40.7219323, -73.9976726)",Weekday,Arancini,13
RedFarm Broadway,"(40.7820656, -73.9806368)",Weekday,Sweet and Sour Pork,17
RedFarm Broadway,"(40.7820656, -73.9806368)",Weekday,Fish-Flavored Shredded Pork,13
Cafe Habana,"(40.7228449, -73.9942284)",Weekend,Tamales,12
Cafe Habana,"(40.7228449, -73.9942284)",Weekend,Carnitas,16
RedFarm Broadway,"(40.7820656, -73.9806368)",Weekend,Kung Pao Chicken,17
RedFarm Broadway,"(40.7820656, -73.9806368)",Weekend,Chow Mein,15
Waverly Diner,"(40.7331105, -74.0001672)",Weekend,Tater Tots,12
Waverly Diner,"(40.7331105, -74.0001672)",Weekend,Hot Dogs,12
Mira Sushi,"(40.7197541, -73.8101907)",Weekend,Yakitori,13
Mira Sushi,"(40.7197541, -73.8101907)",Weekend,Kaiseki,20
Vanessa's Dumpling House,"(40.7182945, -73.9917813)",Weekday,Sweet and Sour Pork,16
Vanessa's Dumpling House,"(40.7182945, -73.9917813)",Weekday,Sweet and Sour Pork,14
Shake Shack,"(40.7513742, -73.9878729)",Weekday,Apple Pie,14
Shake Shack,"(40.7513742, -73.9878729)",Weekday,Burgers,16
Shake Shack,"(40.7513742, -73.9878729)",Weekday,Buffalo Chicken Wings,14
Shake Shack,"(40.7513742, -73.9878729)",Weekday,Hot Dogs,12
Blue Ribbon Fried Chicken,"(40.7244607, -73.9909251)",Weekend,Barbecue Ribs,17
Blue Ribbon Fried Chicken,"(40.7244607, -73.9909251)",Weekend,Burgers,16
Shake Shack,"(40.7513742, -73.9878729)",Weekend,Pizza,20
Shake Shack,"(40.7513742, -73.9878729)",Weekend,Hot Dogs,12
Boqueria,"(40.77152, -73.9561132)",Weekend,Paella,19
Boqueria,"(40.77152, -73.9561132)",Weekend,Pulpo a la Gallega,12
The Meatball Shop,"(40.7651951, -73.9874674)",Weekend,Pasta Carbonara,12
The Meatball Shop,"(40.7651951, -73.9874674)",Weekend,Ossobuco,19
Shake Shack,"(40.7513742, -73.9878729)",Weekday,Barbecue Ribs,19
Shake Shack,"(40.7513742, -73.9878729)",Weekday,Hot Dogs,12
ilili Restaurant,"(40.7443707, -73.98779)",Weekday,Hummus,10
ilili Restaurant,"(40.7443707, -73.98779)",Weekday,Cauliflower and chickpea tagine,17
Melt Shop,"(40.58170175, -74.16681571964111)",Weekend,French Fries,17
Melt Shop,"(40.58170175, -74.16681571964111)",Weekend,Tater Tots,13
Jack's Wife Freda,"(40.7298568, -74.0035384)",Weekend,Mediterranean White Bean Soup,16
Jack's Wife Freda,"(40.7298568, -74.0035384)",Weekend,Greek Salad,13
Shake Shack,"(40.7513742, -73.9878729)",Weekend,Barbecue Ribs,18
Shake Shack,"(40.7513742, -73.9878729)",Weekend,Hot Dogs,12
Momoya,"(40.7426475, -73.9964607)",Weekday,Yakitori,11
Momoya,"(40.7426475, -73.9964607)",Weekday,Yakisoba (noodles saltati),17
Blue Ribbon Fried Chicken,"(40.7244607, -73.9909251)",Weekend,Hot Dogs,13
Blue Ribbon Fried Chicken,"(40.7244607, -73.9909251)",Weekend,Hot Dogs,12
S'MAC,"(40.7301897, -73.9836385)",Weekend,French Fries,14
S'MAC,"(40.7301897, -73.9836385)",Weekend,Pizza,20
The Meatball Shop,"(40.7651951, -73.9874674)",Weekend,Ragù Bolognese,16
The Meatball Shop,"(40.7651951, -73.9874674)",Weekend,Arancini,13
S'MAC,"(40.7301897, -73.9836385)",Weekday,Burgers,18
S'MAC,"(40.7301897, -73.9836385)",Weekday,Tater Tots,13
S'MAC,"(40.7301897, -73.9836385)",Weekend,Reuben Sandwich,15
S'MAC,"(40.7301897, -73.9836385)",Weekend,French Fries,15
Tamarind TriBeCa,"(40.7191453, -74.0089504)",Weekday,Butter Chicken,16
Tamarind TriBeCa,"(40.7191453, -74.0089504)",Weekday,Butter Chicken,15
Blue Ribbon Fried Chicken,"(40.7244607, -73.9909251)",Weekday,Barbecue Ribs,20
The Meatball Shop,"(40.7651951, -73.9874674)",Weekend,Rigatoni all'Amatriciana,20
The Meatball Shop,"(40.7651951, -73.9874674)",Weekday,Arancini,11
The Meatball Shop,"(40.7651951, -73.9874674)",Weekday,Arancini,13
Blue Ribbon Fried Chicken,"(40.7244607, -73.9909251)",Weekday,Buffalo Chicken Wings,10
Blue Ribbon Fried Chicken,"(40.7244607, -73.9909251)",Weekday,Chicken Tenders,18
Dos Caminos,"(40.740579, -74.0054009)",Weekday,Guacamole,14
Dos Caminos,"(40.740579, -74.0054009)",Weekday,Guacamole,12
RedFarm Broadway,"(40.7820656, -73.9806368)",Weekend,Dumplings,14
RedFarm Broadway,"(40.7820656, -73.9806368)",Weekend,Yangzhou Fried Rice,18
RedFarm Hudson,"(40.7341879, -74.0064162)",Weekend,Peking Roasted Duck,19
RedFarm Hudson,"(40.7341879, -74.0064162)",Weekend,Sweet and Sour Pork Fillet,12
Shake Shack,"(40.7513742, -73.9878729)",Weekend,Hot Dogs,15
Shake Shack,"(40.7513742, -73.9878729)",Weekend,French Fries,15
Blue Ribbon Sushi Bar & Grill,"(40.7079524, -74.0078296)",Weekend,Kaiseki,20
Blue Ribbon Sushi Bar & Grill,"(40.7079524, -74.0078296)",Weekend,Nigiri,12
Han Dynasty,"(40.7875393, -73.9764459)",Weekend,Sweet and Sour Pork Fillet,16
Han Dynasty,"(40.7875393, -73.9764459)",Weekend,Sweet and Sour Pork,14
J. G. Melon,"(40.771073, -73.9593705)",Weekend,Pizza,20
J. G. Melon,"(40.771073, -73.9593705)",Weekend,Hot Dogs,12
Mamoun's Falafel,"(40.7288007, -73.9885054)",Weekend,Mediterranean Pasta Salad,18
Mamoun's Falafel,"(40.7288007, -73.9885054)",Weekend,Greek Salad,13
Hummus Place,"(40.7322601, -74.0033462)",Weekend,Roast Chicken with Sumac Flatbread (M’sakhan),20
Hummus Place,"(40.7322601, -74.0033462)",Weekend,Hummus,13
Tarallucci e Vino Restaurant,"(40.7843472, -73.9734775)",Weekend,Ragù Bolognese,19
Tarallucci e Vino Restaurant,"(40.7843472, -73.9734775)",Weekend,Arancini,13
The Kati Roll Company,"(40.7526965, -73.9846551)",Weekday,Tandoori Chicken,19
The Kati Roll Company,"(40.7526965, -73.9846551)",Weekday,Chaat,14
Sushi of Gari 46,"(40.7606902, -73.9895916)",Weekend,Yakisoba (noodles saltati),17
Sushi of Gari 46,"(40.7606902, -73.9895916)",Weekend,Nigiri,12
P.J. Clarke's,"(40.7589826, -73.9682301)",Weekday,Buffalo Chicken Wings,16
P.J. Clarke's,"(40.7589826, -73.9682301)",Weekday,Reuben Sandwich,17
The Meatball Shop,"(40.7651951, -73.9874674)",Weekend,Lasagna,20
